date,symbol,price_usd,volume_usd,market_cap_usd
2025-01-22,ETH,3326.0285404709143,33762939512.697853,400135429379.4123
2025-01-23,ETH,3237.2996671291435,21782301388.383984,390083338462.87006
2025-01-24,ETH,3332.580893146162,33863218042.431107,401547418905.6495
2025-01-25,ETH,3311.8499838687,25895320216.868122,398942774193.46027
2025-01-26,ETH,3320.1314101789453,12706329663.414034,400427749273.5654
2025-01-27,ETH,3232.2767744705584,13000445022.22209,390058879989.8578
2025-01-28,ETH,3173.5346079397173,41151086046.07612,382221069555.6103
2025-01-29,ETH,3076.4937692857234,19807794444.483303,370532757630.7433
2025-01-30,ETH,3114.4358854363104,22051422147.78046,375574817164.75665
2025-01-31,ETH,3248.249484352305,19504592311.356525,391509879851.78656
2025-02-01,ETH,3296.390634843652,31441846706.254246,396910231325.1062
2025-02-02,ETH,3125.0386801320924,18969060074.552986,376840076476.98303
2025-02-03,ETH,2862.6976188716285,38896518795.21238,344091054313.7205
2025-02-04,ETH,2877.8138239498767,96588727629.45805,346820394641.11206
2025-02-05,ETH,2740.3809762760143,52737830809.63367,329090090858.6241
2025-02-06,ETH,2790.5521609256075,30026391038.27177,335828291113.4543
2025-02-07,ETH,2686.662316793651,31349967107.97825,323756512126.7498
2025-02-08,ETH,2623.4507017824767,30948837988.08186,315636240722.9841
2025-02-09,ETH,2635.6011418023404,16335613332.591795,317758860998.56256
2025-02-10,ETH,2632.5358220552475,17155535243.908037,317369673472.60657
2025-02-11,ETH,2660.2967996436387,18843420567.42921,320711545303.1932
2025-02-12,ETH,2603.0333698049267,21212910085.211273,313943237177.0695
2025-02-13,ETH,2736.2703136032396,26503660438.845695,329492522913.44
2025-02-14,ETH,2675.7090007037627,18938191215.29619,322584072350.2765
2025-02-15,ETH,2724.6698335873957,17416785872.704834,328399065363.05505
2025-02-16,ETH,2692.8213863864253,8896321414.559013,324625278431.52954
2025-02-17,ETH,2659.9017474093457,8757895115.47748,320529173059.00665
2025-02-18,ETH,2741.9050800956124,24666373348.432693,330464530098.92377
2025-02-19,ETH,2669.4945006896073,24353300611.506603,321688672383.7524
2025-02-20,ETH,2714.8018364720533,13398586820.912325,327248168186.7616
2025-02-21,ETH,2741.5933625994785,14550027648.522171,330517520397.0965
2025-02-22,ETH,2658.3470942919384,31770375573.3895,320508273451.5576
2025-02-23,ETH,2764.355233404291,17576653979.14654,333381856893.82196
2025-02-24,ETH,2827.1844084879804,21394599890.269897,340712999974.1412
2025-02-25,ETH,2503.103420098605,31014455208.756138,301769340440.05
2025-02-26,ETH,2495.315451693047,42875934003.323944,301064649480.5458
2025-02-26,ETH,2398.5023369941855,23625303944.349537,289534790766.45245
